freq,unit,sex,age,geo\TIME_PERIOD	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,NR,M,Y5-9,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134142.0 	127871.0 	123827.0 	120967.0 	120540.0 	121253 	122547 	: 	131082 	108400 	127800 	131400 	133711 	133324 	135880 	139239 	141679 	145075 	139060 	133637 
A,NR,M,Y5-9,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121795 	122558 	124366 	123926 	123008.0 	120886.0 	116203.0 	111540.0 	107899.0 	105726.0 	104835 	105039 	105191 	106381 	107481 	107066 	105432 	104099 	101189 	97925 	94616 	92999 	91225 	90824 	89817 
A,NR,M,Y5-9,HU	467274 	476382 	480716 	474626 	454326 	421553 	393514 	369995 	353026 	341088 	333798 	327563 	327200 	337251 	349093 	361156 	370513 	376747 	379116 	379587 	397569 	418281 	435877 	447628 	453942 	444195 	421692 	400185 	378915 	357592 	335356 	327815 	321868 	319075 	318895 	318762 	316439 	315888 	314034 	309945 	305256 	297697 	287572 	277190 	267787 	258131.0 	251591.0 	247965.0 	247085.0 	246845.0 	247472.0 	247938 	247937 	248474 	250328 	250894 	246068 	239063 	236070 	231266 	229548 	230722 	234397 	240027 	242033 	241316 
A,NR,M,Y5-9,IE	148300 	147300 	147800 	149100 	150400 	151400 	152200 	153700 	155200 	156700 	158700 	161200 	163400 	165500 	167800 	170300 	172500 	174400 	176200 	178500 	178910 	179000 	179600 	180300 	178600 	181360 	179800 	180269 	179288 	176458 	170662 	164762 	160517 	156305 	151662 	148115 	145833 	143006 	140747 	139067 	137141 	135766 	135788 	137329 	140335 	143555.0 	147185.0 	150924.0 	155120.0 	157391.0 	158962.0 	160371 	165589 	169798 	174011 	177630 	180507 	183933 	183622 	182868 	180344 	177067 	177189 	175211 	173143 	170169 
A,NR,M,Y5-9,IS	10437 	10547 	10942 	11266 	11362 	11624 	11835 	11828 	11815 	11917 	11732 	11646 	11653 	11523 	11224 	11023 	10640 	10453 	10534 	10705 	10723 	10823 	10861 	10606 	10396 	10556 	10722 	10812 	11137 	11285 	11041 	10590 	10355 	10351 	10617 	10771 	11217 	11539 	11672 	11585 	11651 	11507 	11487 	11293 	11178 	10948.0 	10940.0 	10791.0 	10751.0 	10800.0 	10860.0 	10790 	10875 	11185 	11557 	11852 	12064 	12146 	12250 	12051 	11831 	11622 	11427 	11396 	11475 	11570 
A,NR,M,Y5-9,IT	2032900 	2018900 	2026300 	2046300 	2064300 	2087200 	2120700 	2157700 	2197500 	2255400 	2323600 	2345600 	2369149 	2384785 	2380184 	2351532 	2319489 	2290136 	2277369 	2262676 	2241047 	2210186 	2149679 	2070467 	1986142 	1884083 	1788250 	1708998 	1651453 	1597501 	1556837 	1522008 	1440822 	1408121 	1390521 	1379278 	1375133 	1382069 	1411110 	1414988 	1409104 	1391810 	1371165 	1357462 	1358569 	1370689 	1388600 	1399431 	1417073 	1432070 	1445213 	1447169 	1452612 	1461606 	1466437 	1462602 	1455758 	1437309 	1415685 	1384656 b	1352240 	1326061 	1297135 	1267059 	1239204 	1204664 
A,NR,M,Y5-9,LI	758 	767 	768 	825 	867 	890 	938 	963 	940 	966 	: 	1001 	: 	1038 	1062 	1084 	1104 	1086 	1068 	1086 	1029 	918 	933 	936 	870 	874 	927 	916 	922 	947 	956 	938 	926 	963 	1009 	1003 	1003 	1039 	1019 	1006 	1004 	1045 	1018 	1059 	1044 	1021.0 	1006.0 	1013.0 	981.0 	978.0 	979.0 	963 	951 	949 	963 	1004 	991 	1009 	1003 	1015 	1008 	1017 	1024 	1012 	1019 	1008 
A,NR,M,Y5-9,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150935 	145995 	142723 	139319 	138008 	137291 	138340 	138663 	139979 	138175 	138049 	136284 	135026 	133452 	133082 	133345 	134343 	134921 	136082 	139411 	141882 	143708 	147043 	148045 	145569 	143129 	141301 	138265 	135836 	131807 	125674 	118943 	110818 	103000 	97699 	94393.0 	90269.0 	85862.0 	81523.0 	77749.0 	73928.0 	70559 	69232 	68744 	69102 	70603 	71761 	72880 	73601 	73166 	72760 	73251 	74263 	76823 	76659 	75316 
A,NR,M,Y5-9,LU	11415 	11482 	: 	: 	: 	12899 	: 	13064 	: 	: 	13247 	13275 	13249 	13306 	13169 	12767 	12360 	12143 	11635 	11138 	11440 	11106 	10659 	10490 	10397 	10495 	10506 	10784 	10923 	11035 	11134 	11311 	11457 	11664 	12118 	12391 	13070 	13282 	13700 	14164 	14610 	14471 	14776 	14855 	14850 	14983.0 	15156.0 	15056.0 	15082.0 	15291.0 	15433.0 	15370 	15228 	15384 	15578 	15812 	16222 	16551 b	16861 	17075 	17450 	17641 	17770 	18175 	18443 	18387 
A,NR,M,Y5-9,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90097 	86801 	84752 	82932 	82725 	83148 	84792 	86196 	88132 	88968 	90202 	90643 	90426 	89603 	89027 	88744 	89377 	90186 	92373 	95952 	96277 	96100 	102947 	101932 	100221 	98190 	95816 	91937 	87072 	80498 	74042 	66872 	60309 	54436 	50902 	48740.0 	48039.0 	47666.0 	48132.0 	49381.0 	49597.0 	49637 	50674 	51940 	53083 	53758 	53207 	52147 	51395 	50564 	51481 	53160 	55030 	56670 	56230 	53422 
A,NR,M,Y5-9,MC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	907 	886 
A,NR,M,Y5-9,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104412.0 	101744.0 	98446.0 	96135.0 	95510.0 	95179 	95232 	95818 	96613 	86939 be	88141 e	88787 e	88434 e	87564 e	86091 e	85165 e	86338 e	84509 ep	79430 ep	83255 ep
A,NR,M,Y5-9,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21820 	21932 	22011 	22085 	22136 	21786.0 	21332.0 	21052.0 	20915.0 	20585.0 	20443.0 	20163 	19696 	19381 	19410 	19875 	20083 	19873 	19659 	19471 	19091 	18843 	19006 	19101 	19839 	19470 
A,NR,M,Y5-9,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84825 	83905 	83202 	82965 	81230 	79269 	78754 	79040 	78658 	73297 	71157 	68265.0 	66589.0 	64734.0 	63201.0 	61938.0 	61408.0 	59459 	58389 	58173 	57901 	58067 	59318 	59501 	59995 	60265 	60148 	59475 	56515 b	55981 	55414 	53825 
A,NR,M,Y5-9,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12130 	12234 	12523 	13035 	13623 	13996 	: 	14398 	14571 	14596 	14499 	14481 	14460 	14306 	14188 b	14145 	13928 	13828 	13845 	13880 	14229 	14195 	14028 	13634 	13482 	13184 	12956 	12586 	12296.0 	11802.0 	11293.0 	10795.0 	10405.0 	10159.0 	9983 	9971 	10069 	10364 	10688 	10944 	11234 	11461 	11608 	11913 	12004 	12037 	12162 	12347 	12244 
A,NR,M,Y5-9,NL	567823 	567003 	571049 	574824 	579808 	586750 	592982 	600839 	606572 	613494 	619169 	623668 	621770 	620254 	615345 	615818 	615969 	611694 	600484 	580671 	551734 	522525 	496449 	474453 	462803 	454896 	455720 	455728 	455156 	452143 	453504 	453170 	457687 	466268 	475607 	482607 	492671 	499839 	504324 	508499 	512470 	509250 	506490 	503582 	504698 	505713.0 	510917.0 	514058.0 	517200.0 	516996.0 	512808.0 	503882 	495725 	485899 	479135 	476048 	476011 	475593 	475503 	470233 	466869 	461357 	458669 	460801 	460199 	457808 
A,NR,M,Y5-9,NO	154874 	155428 	157188 	157356 	157576 	157975 	157040 	156825 	156672 	156855 	158516 	161107 	163648 	166400 	169084 	170339 	169941 	169400 	168649 	165816 	161531 	157217 	151319 	144744 	139781 	135935 	133728 	132460 	133050 	132629 	132079 	132010 	133312 	134697 	138776 	143450 	148379 	152479 	156318 	157618 	158684 	158469 	158466 	158418 	157992 	157582.0 	157023.0 	154758.0 	152786.0 	152680.0 	152416.0 	151952 	153725 	156301 	159165 	162108 	164741 	165749 	166196 	164083 	161579 	159283 	157929 	157556 	156862 	154945 
A,NR,M,Y5-9,PL	1762300 	: 	: 	: 	: 	1795000 	: 	: 	: 	: 	1452700 	: 	: 	: 	: 	1291206 	: 	: 	: 	: 	1439409 	: 	: 	: 	: 	1637234 	: 	: 	: 	: 	1733368 	1729168 	1711093 	1664531 	1601869 	1536077 	1473621 	1432511 	1387235 	1341190 	1299169 	1241704 	1185972 	1136140 	1089943 	1048059.0 	1016667.0 	982661.0 	954675.0 	932390.0 	921558.0 	916661 	924135 	948109 	987051 	1024154 	1048496 	1054423 	1050390 	1023244 	998455 	975980 bep	977473 ep	987423 ep	997875 ep	996953 ep
A,NR,M,Y5-9,PT	433970 	433899 	433990 	432670 	436930 	434820 	436380 	438440 	445090 	445050 	443400 	434581 	434700 	425810 	421030 	408770 	418260 	419870 	424730 	428690 	434510 	439101 	440126 	433924 	425560 	417835 	402302 	389125 	378642 	367712 	352908 	334807 	320043 	306420 	295290 	287923 	283787 	284667 	285755 	286981 	286625 	284346 	282636 	281087 	279927 	282002.0 	285929.0 	286553.0 	287550.0 	286315.0 	281447.0 	273423 	270286 	265560 	262647 	258595 	254887 	252496 	248083 	238601 	232075 	225547 	222328 	224265 	229621 	233624 
A,NR,M,Y5-9,RO	: 	: 	: 	: 	: 	: 	: 	: 	797450 	777527 	741795 	714697 	691815 	799663 	907544 	994135 	1094786 	1131080 	1029688 	987812 	980115 	980354 	991968 	1008062 	1024358 	1019061 	1010004 	991697 	953397 	908851 	879347 	858137 	843767 	859913 	884721 	896159 	866660 	816134 	761420 	706783 	649725 	622370 	593264 	585373 	582396 	578490.0 	572015.0 	568489.0 	553295.0 	545614.0 	543114.0 	542390 	542502 	544245 	547181 	549332 	546172 	533177 	518225 	507343 	496093 e	491575 e	526020 e	533527 e	536945 e	532675 e
A,NR,M,Y5-9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	213844 	212472 	211331 	207503 	204401 	198633 	193080.0 	187016.0 	185909.0 	187910.0 	191821.0 	196150.0 	183859 	181873 	179313 	175970 	174043 	172131 	170928 	171168 	170059 	169405 	169298 	168753 	165259 b	165845 	165023 
A,NR,M,Y5-9,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3284185.0 	3262012.0 	3317155.0 	3403432.0 	3526812.0 	3630042 	: 	: 	3921555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,M,Y5-9,SE	278408 	274224 	274060 	272546 	270453 	271272 	269305 	267821 	268452 	272862 	283062 	295092 	304019 	310476 	309130 	301806 	294864 	290590 	286462 	284828 	286324 	283756 	276097 	267774 	259029 	251609 	248227 	246231 	245626 	246725 	247921 	250531 	255958 	261963 	273163 	286446 	298119 	307728 	315363 	315568 	311693 	300423 	285277 	269606 	257058 	246162.0 	240461.0 	240491.0 	244531.0 	250677.0 	258574.0 	264448 	272248 	279307 	286732 	293755 	302956 	309001 	314886 	318534 	320985 	319463 	320980 	319820 	316609 	312619 
A,NR,M,Y5-9,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	75952 	76686 	77462 	78271 	78568 	77618 	76760 	74712 	72433 	70538 	67998 	66405 	65452 	63990 	62688 	60598 	57898 	55073 	53086 	51648 	50446 	49451 	48638 	47801.0 	47625.0 	47048.0 	46753.0 	46564.0 	46802.0 	46747 	47521 	48788 	51075 	53192 	55351 	56604 	57462 	57090 	56818 	56155 	55389 	54977 	54530 	53800 
A,NR,M,Y5-9,SK	225648 	236884 	237846 	237387 	234956 	230406 	226227 	220735 	214581 	211991 	211782 	210342 	207213 	203899 	199310 	195469 	196706 	198110 	203120 	210825 	220135 	226054 	234381 	240620 	243908 	244859 	243999 	240723 	237360 	234062 	230153 	228006 	223978 	219426 	215157 	209927 	204973 	201501 	197739 	193879 	187663 	177608 	170340 	162439 	154367 	149373.0 	146150.0 	142016.0 	138197.0 	135733.0 	135114.0 	135090 	136203 	138053 	140893 	143930 	145231 	148912 	150374 	149972 	148213 	148703 	150346 	151550 	153101 	153981 
A,NR,M,Y5-9,SM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	913 	881 	: 	: 	: 	: 	884 	: 	: 	: 	: 	: 	: 	: 
A,NR,M,Y5-9,TR	2027991 	2092018 	2158272 	2226845 	2297825 	2371306 	2407254 	2444164 	2482058 	2520965 	2560900 	2588520 	2616572 	2645063 	2674006 	2703408 	2766041 	2830141 	2895741 	2962876 	3031584 	3100856 	3171961 	3244952 	3319888 	3396818 	3412838 	3429503 	3446819 	3464795 	3483431 	3360350 	3311885 	3272901 	3237404 	3208940 	3199508 	3221612 	3278197 	3354722 	3423656 	3222000 b	3238000 	3256000 	3274000 	3272000.0 	3282000.0 	3261000.0 	3303329.0 	3242581.0 	3183784.0 	3148210 	3123697 	3161223 	3218411 	3241355 	3252811 	3253345 	3254177 	3264508 	3316621 	3349253 	3398812 	3404972 	3368825 	3274360 
A,NR,M,Y5-9,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1059868.0 	1013270.0 	992268.0 	989902.0 	1008811.0 	1029400 	1072035 	1113505 	1167002 	1147223 	1181387 	1202669 	1226979 	1223126 	1212997 	1184223 	1145375 	: 	: 	: 
A,NR,M,Y5-9,UK	2000000 	2000000 	2000000 	2000000 	2100000 	2100000 	2158600 	2211200 	2266100 	2320700 	2367200 	2393900 	2409770 	2414751 	2395188 	2354068 	2315257 	2273331 	2212174 	2134775 	2045003 	1944423 	1840320 	1758936 	1722996 	1730675 	1757895 	1793773 	1829842 	1848617 	1854154 	1864027 	1879715 	1904248 	1932803 	1952586 	1970160 	1987346 	1988071 	1978715 	1962222 	1931321 	1905047 	1890798 	1877320 	1860683.0 	1836634.0 	1805674.0 	1780827.0 	1770875.0 	1774087.0 	1794664 	1837440 	1894959 	1950487 	1999633 	2045408 	2086084 	2112519 	2122724 	: 	: 	: 	: 	: 	: 
A,NR,M,Y50-54,AD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1242 	1261 	1288 	1307 	1272 	1370 	1395 	1437 	1674 	1845 	1904 	1991 	2126 	2232 	2278 	2446 	2484 	2539 	2650 	2794.0 	2713.0 	2970.0 	3126.0 	3237.0 	3335.0 	3055 	3055 	3082 	: 	: 	: 	: 	: 	3524 	: 	: 	: 	: 	: 	: 
A,NR,M,Y50-54,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	75655 	75770 	77435 	78840.0 	81730.0 	85106.0 	88941.0 	92579.0 	95590.0 	98803 	101865 	103817 	104763 	102602 	100409 	97914 	95533 	93241 	91819 	90329 	: 	85449 	: 	73692 
A,NR,M,Y50-54,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89721.0 	94406.0 	99227.0 	106186.0 	111861.0 	: 	: 	: 	: 	101434 	93880 	87178 	80873 	75802 	71321 	70201 	: 	: 	74658 	: 
A,NR,M,Y50-54,AT	228816 	224976 	220206 	218383 	214114 	207639 	192551 	173621 	152144 	134134 	126796 	136208 	153421 	172128 	188684 	196398 	198112 	198500 	200423 	205145 	209132 	212747 	214327 	212808 	207908 	201779 	194362 	189498 	186226 	188537 	209521 	233758 	253288 	263987 	270423 	260072 	236488 	225891 	231618 	235831 	238540 	251075 	254483 	250474 	248054 	249036.0 	253734.0 	263574.0 	272553.0 	282355.0 	293682.0 	304807 	315181 	326058 	337670 	347198 	354455 	357863 	359280 	359620 	356947 	350635 	342660 	333641 	320354 	309584 
A,NR,M,Y50-54,AZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185100.0 	202200.0 	218900.0 	247300.0 	268417.0 	290667 	304096 	314380 	318773 	317938 	313307 	310771 	306752 	306178 	305111 	304707 	300391 	284441 	280696 	275316 
A,NR,M,Y50-54,BE	307408 	306190 	294798 	293594 	292125 	291333 	280353 	263431 	238660 	214404 	205683 	221564 	245224 	271797 	299997 	313717 	312549 	310371 	308167 	305552 	303353 	304401 	305653 	306560 	304960 	301189 	293322 	286077 	280992 	281349 	280222 	276856 	267724 	262210 	261875 	265778 	273207 	297499 	316855 	329800 	339112 	348568 	346597 	348258 	349780 	353204.0 	357987.0 	364663.0 	370283.0 	377220.0 	384169.0 	391809 	397456 	401712 	406163 	410910 	413357 	413181 	410783 	406309 	400907 	398499 	396591 	395984 	393722 	388981 
A,NR,M,Y50-54,BG	239178 	245520 	244908 	251346 	238917 	249375 	249525 	231458 	200354 	195100 	184305 	191098 	218529 	256803 	284118 	301813 	306515 	312844 	311632 	312465 	305388 	303833 	295469 	298916 	298163 	302618 	297955 	295075 	285229 	275521 	257437 	249621 	243681 	240796 	241065 	243194 	246279 	257072 	262681 	271184 	281193 	290748 	283074 	281452 	279016 	273212.0 	267560.0 	268491.0 	266428.0 	262995.0 	259656.0 	256800 	253526 	248504 	246796 	242888 	238177 	232285 	227329 	225988 	231639 	236996 	243265 	245946 	246559 	249119 
A,NR,M,Y50-54,BY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	310869.0 	320405.0 	330672.0 	346707.0 	: 	358837 	362487 	361284 	356227 	346439 	333435 	320000 	308180 	297925 	: 	: 	: 	: 	: 	: 
A,NR,M,Y50-54,CH	164600 	166547 	166121 	167175 	166653 	166555 	162699 	159952 	154855 	151021 	148037 	154487 	160303 	166590 	171993 	176431 	175095 	173774 	173444 	173500 	174993 	177433 	179488 	182068 	184318 	186827 	188673 	190804 	191838 	193695 	195198 	196224 	200704 	208006 	216423 	225144 	233950 	240625 	244023 	246758 	247395 	247664 	245522 	245730 	244810 	246188.0 	248560.0 	255122.0 	261458.0 	270344.0 	278357.0 	286684 	294257 	303299 	314108 	325346 	333462 	339192 	340498 	338894 	333884 	328949 	323358 	318681 	314058 	310326 
A,NR,M,Y50-54,CY	: 	12647 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13862 	: 	: 	11454 	: 	: 	: 	: 	: 	11355 	11397 	11629 	11871 	12097 	12341 	12589 	12843 	13249 	13750 	14302 	14890 	15766 	16689 	17581 	18371 	19015 	19542 	19970 	20348 	21468 	21994 	22290 	22500.0 	22823.0 	23331.0 	24092.0 	25055.0 	26070.0 	27002 	27767 	27564 	27200 	26975 	26354 	26326 	26361 	26757 	26702 	27021 	27341 	28066 	28568 	29112 
A,NR,M,Y50-54,CZ	333015 	336844 	337104 	336874 	334420 	327775 	304328 	270180 	234416 	197618 	184684 	197402 	229645 	264353 	300616 	314244 	315684 	310911 	304251 	298290 	295182 	293516 	291383 	289707 	284235 	276578 	266288 	257028 	249052 	245944 	246601 	255194 	265503 	278264 	297082 	315515 	323352 	346173 	368811 	380959 	388051 	400485 	397860 	392431 	388656 	387037.0 	384160.0 	379393.0 	374335.0 	364700.0 	350620.0 	337205 	326608 	319634 	324766 	338213 	347096 	352551 	355788 	352218 	349879 	347253 b	356108 	374474 	399536 	425314 
A,NR,M,Y50-54,DE	1842501 	1812604 	1778926 	1759731 	1729058 	1683679 	1586933 	1436321 	1253823 	1095985 	1039401 	1116768 	1259680 	1405149 	1525595 	1562751 	1564390 	1572653 	1613538 	1709791 	1797367 	1855709 	1876945 	1865590 	1816921 	1844792 	1898053 	1988324 	2139798 	2286197 	2393231 	3097097 	3145908 	3077246 	2979580 	2828453 	2541234 	2340993 	2304054 	2286447 	2326249 	2506392 	2633009 	2712435 	2760122 	2785262.0 	2809663.0 	2856845.0 	2910376.0 	2974555.0 	3053638.0 	3079105 b	3177326 	3271359 	3376873 	3454804 	3510827 	3526252 	3517989 	3470222 	3383771 	3265131 	3127156 	2974370 b	2787807 	2623708 
A,NR,M,Y50-54,DK	142562 	144873 	146923 	148992 	149281 	148059 	146241 	144678 	141952 	141580 	140373 	144486 	146656 	147414 	147313 	148380 	144339 	141395 	139689 	138155 	135285 	133921 	132474 	131579 	130342 	131044 	131518 	133145 	135507 	138660 	141558 	145146 	148780 	155670 	163494 	174124 	186278 	198293 	204656 	206384 	202690 	197201 	189430 	183860 	181654 	180774.0 	180658.0 	181838.0 	182476.0 	182722.0 	183347.0 	184704 	185721 	188334 	192922 	199100 	204442 	211581 	214363 	212293 	207533 	201937 	197311 	195969 	195215 	195924 
A,NR,M,Y50-54,EE	29875 	30575 	30330 	30682 	30821 	30787 	29723 	27942 	25485 	24929 	23701 	23661 	25214 	27485 	28837 	30825 	32640 	34721 	38076 	40713 	43093 	45673 	46853 	46520 	45363 	44145 	43445 	43321 	44043 	45619 	47058 	47031 	47680 	45061 	41472 	38081 	35554 	33683 	34112 	35890 	39760 	41720 	42590 	42800 	42720 	42480.0 	42950.0 	42920.0 	42940.0 	43370.0 	43640.0 	43770 	44146 	44243 	43966 	42884 b	41991 	41056 	40263 	40588 	41120 	42241 	43700 	45608 	46318 	46471 
A,NR,M,Y50-54,EL	222077 	223655 	230822 	234701 	239986 	232902 	243011 	232081 	223045 	207865 	202559 	208300 	210327 	215605 	224443 	234928 	246734 	261156 	277652 	293790 	304912 	317194 	322366 	327494 	326932 	325800 	326785 	324846 	322194 	319129 	315859 	319858 	302657 	292921 	277898 	276496 	275916 	299011 	315941 	329902 	332159 	330006 	327567 	327570 	327955 	330099.0 	335145.0 	340024.0 	344358.0 	351251.0 	357639.0 	360528 	360731 	359112 	355435 	352642 	352949 	358241 	366681 	376235 	384485 	388838 	396563 b	393049 	389380 	390798 
A,NR,M,Y50-54,ES	783803 	: 	794182 	794682 	795798 	797720 	799888 	804713 	810180 	814066 	816039 	807313 	854676 	906761 	952501 	1001301 	1023439 	1041118 	1048994 	1066833 	1080572 	1104587 	1116099 	1137515 	1148133 	1148228 	1135549 	1131508 	1096508 	1036065 	964392 	972408 	933294 	932053 	984875 	1060130 	1070874 	1111084 	1148950 	1178744 	1195176 	1191447 	1208139 	1238249 	1246298 	1266570.0 	1308291.0 	1354496.0 	1406694.0 	1459935.0 	1517996.0 	1570932 	1613015 	1635299 	1659100 	1696364 	1722429 	1755587 	1789892 	1814172 	1828801 	1850118 	1872186 	1901292 	1935652 	1974013 
A,NR,M,Y50-54,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14026230 	14206698 	14320540 	14344890 	14413582.0 	14514536.0 	14687151.0 	14845464.0 	15019817.0 	15204713.0 	15292901 	15428660 	15550517 	15717095 be	15894462 be	16017286 be	16099200 be	16243406 e	16301406 	16262281 e	16174516 bep	16136295 ep	16041048 bep	15885653 ep	15807789 ep
A,NR,M,Y50-54,FI	121852 	124875 	126210 	126576 	125255 	123032 	119466 	115114 	111409 	109436 	104218 	106252 	109355 	111607 	115503 	122193 	124342 	127259 	130681 	132909 	135164 	136509 	136749 	135878 	132666 	130626 	129451 	128346 	129606 	134091 	138055 	136588 	146054 	143038 	144260 	146495 	160523 	168729 	188644 	202307 	213919 	215979 	212453 	208985 	203830 	199376.0 	196815.0 	196272.0 	193476.0 	190665.0 	189311.0 	187628 	185871 	185863 	187930 	188443 	188139 	187364 	185887 	183302 	179182 	174856 	169983 	164781 	159989 	160150 
A,NR,M,Y50-54,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1454208 	1416036 	1412510 	1427721 	1447463 	1486039 	1633910 	1773763 	1898336 	2020120 	2141643 	2148673 	2140840 	2117520 	2103632.0 	2080863.0 	2082460.0 	2080448.0 	2085802.0 	2095626.0 	2112395 	2125569 	2138928 	2169871 b	2188570 	2201038 	2205505 	2207332 p	2199001 	2184251 	2188703 	2205180 	2230923 p	2252924 p	2243676 p
